citymuni,province,shortregion,longregion,citymuni.class,citymuni.code,citymuni.capital,citymuni.incomeclass,land.area,map.lat,map.lon,registered.voters.2010,population.2010,poverty.2003,poverty.2012,banks.total,banks.headoffice,banks.regbranch,banks.microbranch,banks.totalbranches,banks.extensionoffice,banks.regularobo,banks.microobo,banks.obosubbranch,banks.oboagency,banks.representativeoffice,banks.remittancedeskoffice,banks.limitedpurposebranch,banks.marketingoffice
Asipulo,Ifugao,CAR,Cordillera Administrative Region (CAR) ,municipality,142711000,0,5th,18287,16.7536572,121.0398298,6806,14403,0.5553,0.5529,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Asturias,Cebu,VII,Region VII (Central Visayas),municipality,72206000,0,3rd,19045,10.566667,123.716667,28333,44732,0.399,0.3077,1,0,1,0,1,0,0,0,0,0,0,0,0,0
Asuncion (Saug),Davao Del Norte,XI,Region XI (Davao Region),municipality,112301000,0,1st,29739,7.583333,125.766667,27429,55844,0.4494,0.3918,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Atimonan,Quezon,IV - A,Region IV-A (CALABARZON),municipality,45603000,0,1st,23966,13.9966108,121.9180499,30675,61587,0.3184,0.3734,6,1,4,1,5,0,0,0,0,0,0,0,0,0
Atok,Benguet,CAR,Cordillera Administrative Region (CAR) ,municipality,141101000,0,4th,21499,16.583333,120.7,9190,19242,0.2083,0.1663,1,0,1,0,1,0,0,0,0,0,0,0,0,0
Aurora,Isabela,II,Region II (Cagayan Valley),municipality,23103000,0,3rd,11556,16.991944,121.636944,22856,33045,0.1794,0.1308,5,1,4,0,4,0,0,0,0,0,0,0,0,0
Aurora,Zamboanga Del Sur,IX,Region IX (Zamboanga Peninsula),municipality,97302000,0,2nd,18095,7.95,123.583333,26530,48434,0.4409,0.4315,3,0,2,0,2,0,0,1,0,0,0,0,0,0
Ayungon,Negros Oriental,VII,Region VII (Central Visayas),municipality,74602000,0,2nd,26510,9.8500812,123.1389366,24030,46146,0.6066,0.5133,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Baao,Camarines Sur,V,Region V (Bicol Region),municipality,51701000,0,3rd,10663,13.456111,123.363889,24437,54971,0.3575,0.2683,2,0,1,0,1,0,0,1,0,0,0,0,0,0
Babatngon,Leyte,VIII,Region VIII (Eastern Visayas),municipality,83705000,0,4th,11518,11.416667,124.85,14859,25575,0.452,0.441,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Bacacay,Albay,V,Region V (Bicol Region),municipality,50501000,0,2nd,12213,13.2958591,123.8746152,40045,65724,0.1053,0.2969,3,0,1,0,1,0,0,2,0,0,0,0,0,0
Bacarra,Ilocos Norte,I,Region I (Ilocos Region),municipality,12802000,0,3rd,6532,18.25,120.616667,18232,31648,0.3288,0.0851,1,0,1,0,1,0,0,0,0,0,0,0,0,0
Baclayon,Bohol,VII,Region VII (Central Visayas),municipality,71205000,0,4th,3443,9.633333,123.9,10998,18630,0.155,0.1508,1,0,1,0,1,0,0,0,0,0,0,0,0,0
Bacnotan,La Union,I,Region I (Ilocos Region),municipality,13303000,0,1st,7660,16.716667,120.35,23560,40307,0.2054,0.1186,4,1,2,0,2,1,0,0,0,0,0,0,0,0
Baco,Oriental Mindoro,IV - B,Region IV-B (MIMAROPA),municipality,175201000,0,3rd,21623,13.4125,121.128611,18310,35060,0.5172,0.2276,3,1,0,0,0,0,0,2,0,0,0,0,0,0
Bacolod,Lanao Del Norte,X,Region X (Northern Mindanao),municipality,103501000,0,4th,10410,8.183333,124.05,13889,21818,0.5466,0.3775,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Bacolod City ,Negros Occidental,VI,Region VI (Western Visayas) ,city,64501000,1,1st,16267,10.6407389,122.9689565,259786,511820,0.0557,0.0319,111,5,97,0,97,3,6,0,0,0,0,0,0,0
Bacolod-Kalawi,Lanao Del Sur,ARMM,Autonomous Region in Muslim Mindanao (ARMM),municipality,153601000,0,3rd,49157,7.8734775,124.1253751,7864,18555,0.3796,0.8476,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Bacolor,Pampanga,III,Region III (Central Luzon),municipality,35404000,0,3rd,7170,15,120.65,40345,31508,0.1525,0.0436,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacong,Negros Oriental,VII,Region VII (Central Visayas),municipality,74603000,0,4th,4030,9.25,123.283333,16883,32286,0.2764,0.1848,1,0,1,0,1,0,0,0,0,0,0,0,0,0
Bacoor City,Cavite,IV - A,Region IV-A (CALABARZON),city,42103000,0,-,4617,14.4129931,120.9736786,245316,520216,0.0282,0.011,51,3,44,1,45,0,0,3,0,0,0,0,0,0
Bacuag,Surigao Del Norte,CARAGA,Region XIII (Caraga),municipality,166702000,0,5th,9585,9.6,125.633333,9411,13211,0.5377,0.3714,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacungan (Leon T. Postigo),Zamboanga Del Norte,IX,Region IX (Zamboanga Peninsula),municipality,97226000,0,4th,25550,8.083333,122.921553,15617,24643,0.8517,0.5417,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Badian,Cebu,VII,Region VII (Central Visayas),municipality,72207000,0,3rd,11007,9.866667,123.4,22668,37699,0.3918,0.3832,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Badiangan,Iloilo,VI,Region VI (Western Visayas) ,municipality,63004000,0,4th,7750,11,122.516667,14186,26218,0.3626,0.1679,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Badoc,Ilocos Norte,I,Region I (Ilocos Region),municipality,12803000,0,3rd,7668,17.933333,120.466667,18757,30708,0.3254,0.1596,1,0,1,0,1,0,0,0,0,0,0,0,0,0
Bagabag,Nueva Viscaya,II,Region II (Cagayan Valley),municipality,25003000,0,2nd,18390,16.6,121.266667,18189,35462,0.1739,0.0981,3,1,2,0,2,0,0,0,0,0,0,0,0,0
Bagac,Bataan,III,Region III (Central Luzon),municipality,30802000,0,3rd,23120,14.6,120.4,18501,25568,0.1602,0.0937,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bagamanoc,Catanduanes,V,Region V (Bicol Region),municipality,52001000,0,5th,8074,13.94037,124.2887451,7120,11370,0.4274,0.3744,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Baganga,Davao Oriental,XI,Region XI (Davao Region),municipality,112501000,0,1st,94550,7.6329096,126.536683,28676,53426,0.5052,0.2617,2,1,0,0,0,0,1,0,0,0,0,0,0,0
Baggao,Cagayan,II,Region II (Cagayan Valley),municipality,21506000,0,1st,92060,17.916667,121.966667,37358,78188,0.3393,0.2196,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Bago City,Negros Occidental,VI,Region VI (Western Visayas) ,city,64502000,0,2nd,40120,10.533333,122.833333,89243,163045,0.2743,0.2055,4,0,3,1,4,0,0,0,0,0,0,0,0,0
Baguio City,Benguet,CAR,Cordillera Administrative Region (CAR) ,city,141102000,0,1st,5751,16.4023332,120.5960071,144402,318676,0.028,0.0085,77,2,65,1,66,3,3,3,0,0,0,0,0,0
Bagulin,La Union,I,Region I (Ilocos Region),municipality,13304000,0,5th,10733,16.608333,120.439444,7208,12590,0.855,0.3088,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bagumbayan,Sultan Kudarat,XII,Region XII (SOCCSKSARGEN),municipality,126501000,0,1st,67206,6.537,124.562,30996,63700,0.5695,0.4763,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bais City,Negros Oriental,VII,Region VII (Central Visayas),city,74604000,0,3rd,31964,9.5915686,123.1211792,47626,74722,0.3756,0.3171,7,0,7,0,7,0,0,0,0,0,0,0,0,0
Bakun,Benguet,CAR,Cordillera Administrative Region (CAR) ,municipality,141103000,0,3rd,28691,16.8,120.666667,8541,13587,0.4139,0.2648,1,0,1,0,1,0,0,0,0,0,0,0,0,0
Balabac,Palawan,IV - B,Region IV-B (MIMAROPA),municipality,175304000,0,2nd,58160,7.983333,117.05,18114,35758,0.6508,0.3807,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Balabagan,Lanao Del Sur,ARMM,Autonomous Region in Muslim Mindanao (ARMM),municipality,153602000,0,4th,23000,7.533333,124.116667,13844,25139,0.5491,0.5389,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Balagtas (Bigaa),Bulacan,III,Region III (Central Luzon),municipality,31402000,0,1st,2866,14.278333,121.123171,44557,65440,0.1097,0.0418,16,2,14,0,14,0,0,0,0,0,0,0,0,0
Balamban,Cebu,VII,Region VII (Central Visayas),municipality,72208000,0,1st,33356,10.5,123.716667,38055,71237,0.2754,0.2004,7,1,4,0,4,1,1,0,0,0,0,0,0,0
Balangiga,Eastern Samar,VIII,Region VIII (Eastern Visayas),municipality,82602000,0,4th,19005,11.116667,125.383333,7987,12756,0.3489,0.4055,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Balangkayan,Eastern Samar,VIII,Region VIII (Eastern Visayas),municipality,82603000,0,5th,20705,11.4469882,125.4911266,6099,9046,0.3143,0.5183,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Balaoan,La Union,I,Region I (Ilocos Region),municipality,13305000,0,1st,6870,16.816667,120.4,22216,37910,0.2507,0.1639,3,1,1,0,1,0,1,0,0,0,0,0,0,0
Balasan,Iloilo,VI,Region VI (Western Visayas) ,municipality,63005000,0,4th,5427,11.466667,123.083333,16861,29724,0.4136,0.241,3,1,0,0,0,0,1,1,0,0,0,0,0,0
Balatan,Camarines Sur,V,Region V (Bicol Region),municipality,51702000,0,4th,9309,13.316667,123.233333,15223,28699,0.6096,0.515,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Balayan,Batangas,IV - A,Region IV-A (CALABARZON),municipality,41003000,0,1st,10873,13.933333,120.733333,45564,81805,0.2571,0.0874,15,0,12,0,12,0,1,2,0,0,0,0,0,0
Balbalan,Kalinga,CAR,Cordillera Administrative Region (CAR) ,municipality,143201000,0,3rd,54269,17.45,121.15,9341,12082,0.4954,0.3391,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Baleno,Masbate,V,Region V (Bicol Region),municipality,54102000,0,4th,20438,12.466667,123.483333,14678,24401,0.5581,0.4322,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Baler ,Aurora,III,Region III (Central Luzon),municipality,37701000,1,3rd,9255,15.733607,121.57125,19677,36010,0.1012,0.0999,7,1,6,0,6,0,0,0,0,0,0,0,0,0
Balete,Aklan,VI,Region VI (Western Visayas) ,municipality,60402000,0,4th,11893,11.55,122.383333,17073,27197,0.6092,0.2559,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Balete,Batangas,IV - A,Region IV-A (CALABARZON),municipality,41004000,0,5th,2500,14.027222,121.098056,12582,20214,0.3199,0.1059,2,0,1,0,1,0,0,1,0,0,0,0,0,0
Baliangao,Misamis Occidental,X,Region X (Northern Mindanao),municipality,104202000,0,5th,8172,8.666667,123.6,10930,16155,0.6051,0.4961,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Baliguian,Zamboanga Del Norte,IX,Region IX (Zamboanga Peninsula),municipality,97224000,0,3rd,43926,7.816667,122.25,11226,21190,0.7021,0.629,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Balilihan,Bohol,VII,Region VII (Central Visayas),municipality,71206000,0,4th,12727,9.75,123.966667,10049,17147,0.3122,0.313,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Balindong (Watu),Lanao Del Sur,ARMM,Autonomous Region in Muslim Mindanao (ARMM),municipality,153603000,0,4th,45394,7.9155242,124.2052825,15268,26007,0.4141,0.6355,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Balingasag,Misamis Oriental,X,Region X (Northern Mindanao),municipality,104302000,0,2nd,14711,8.744484,124.7816122,37551,65876,0.4921,0.3772,4,1,1,0,1,2,0,0,0,0,0,0,0,0
Balingoan,Misamis Oriental,X,Region X (Northern Mindanao),municipality,104303000,0,5th,5780,9.0040169,124.8472678,6770,10175,0.4607,0.3326,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Baliuag,Bulacan,III,Region III (Central Luzon),municipality,31403000,0,1st,4505,14.95,120.883333,79790,143565,0.0789,0.0536,34,1,31,0,31,0,2,0,0,0,0,0,0,0
Ballesteros,Cagayan,II,Region II (Cagayan Valley),municipality,21507000,0,4th,12000,18.4,121.516667,16253,32215,0.2575,0.1791,1,0,1,0,1,0,0,0,0,0,0,0,0,0
Baloi,Lanao Del Norte,X,Region X (Northern Mindanao),municipality,103502000,0,3rd,9098,8.116667,124.216667,25404,50387,0.6327,0.5277,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Balud,Masbate,V,Region V (Bicol Region),municipality,54103000,0,4th,23100,12.033333,123.2,19558,35841,0.6411,0.4668,2,0,0,0,0,0,0,2,0,0,0,0,0,0
Balungao,Pangasinan,I,Region I (Ilocos Region),municipality,15507000,0,4th,7325,15.9,120.7,17095,26678,0.1926,0.1382,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Bamban,Tarlac,III,Region III (Central Luzon),municipality,36902000,0,2nd,25198,15.2373082,120.4703258,31703,62413,0.1558,0.0461,1,0,1,0,1,0,0,0,0,0,0,0,0,0
Bambang,Nueva Viscaya,II,Region II (Cagayan Valley),municipality,25004000,0,1st,34500,16.3825,121.11,29763,47657,0.1745,0.1034,14,1,11,0,11,0,1,1,0,0,0,0,0,0
Banate,Iloilo,VI,Region VI (Western Visayas) ,municipality,63006000,0,4th,10289,11.000592,122.8155554,18422,29543,0.4082,0.2417,2,0,2,0,2,0,0,0,0,0,0,0,0,0
Banaue,Ifugao,CAR,Cordillera Administrative Region (CAR) ,municipality,142701000,0,4th,19120,16.918889,121.058889,11415,22365,0.311,0.3076,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Banaybanay,Davao Oriental,XI,Region XI (Davao Region),municipality,112502000,0,2nd,40852,7.1608407,126.1601269,20378,39121,0.3555,0.342,3,0,3,0,3,0,0,0,0,0,0,0,0,0
Banayoyo,Ilocos Sur,I,Region I (Ilocos Region),municipality,12902000,0,4th,2463,17.233333,120.483333,5282,7694,0.1099,0.2624,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Banga,Aklan,VI,Region VI (Western Visayas) ,municipality,60403000,0,3rd,8453,11.633333,122.333333,23021,38063,0.3962,0.113,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Banga,South Cotabato,XII,Region XII (SOCCSKSARGEN),municipality,126302000,0,1st,24035,6.3879114,124.7961722,38683,76343,0.3903,0.3085,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bangar,La Union,I,Region I (Ilocos Region),municipality,13306000,0,3rd,3736,16.898056,120.423056,20637,34522,0.3113,0.1656,1,0,1,0,1,0,0,0,0,0,0,0,0,0
Bangued ,Abra,CAR,Cordillera Administrative Region (CAR) ,municipality,140101000,1,1st,10570,17.6,120.616667,25437,43936,0.1974,0.1086,8,0,7,0,7,0,1,0,0,0,0,0,0,0
Bangui,Ilocos Norte,I,Region I (Ilocos Region),municipality,12804000,0,4th,11298,18.5127343,120.7349584,10506,15025,0.2317,0.0708,1,0,1,0,1,0,0,0,0,0,0,0,0,0
Bani,Pangasinan,I,Region I (Ilocos Region),municipality,15508000,0,2nd,17965,16.2,119.85,26614,45758,0.4356,0.142,2,0,1,0,1,0,1,0,0,0,0,0,0,0
Banisilan,North Cotabato,XII,Region XII (SOCCSKSARGEN),municipality,124716000,0,2nd,57722,7.491,124.724,22846,39914,0.4414,0.4542,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Banna (Espiritu),Ilocos Norte,I,Region I (Ilocos Region),municipality,12811000,0,4th,9273,17.9808362,120.6538018,12319,19051,0.3029,0.1745,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bansalan,Davao Del Sur,XI,Region XI (Davao Region),municipality,112401000,0,1st,15775,6.7908497,125.2055655,34162,56496,0.2691,0.2369,3,0,3,0,3,0,0,0,0,0,0,0,0,0
Bansud,Oriental Mindoro,IV - B,Region IV-B (MIMAROPA),municipality,175202000,0,2nd,34347,12.833333,121.366667,19617,38341,0.5235,0.1988,3,1,1,0,1,0,0,1,0,0,0,0,0,0
Bantay,Ilocos Sur,I,Region I (Ilocos Region),municipality,12903000,0,3rd,7660,17.583333,120.383333,17576,34323,0.2471,0.1544,1,0,1,0,1,0,0,0,0,0,0,0,0,0
Bantayan,Cebu,VII,Region VII (Central Visayas),municipality,72209000,0,1st,8168,11.1695121,123.7265836,42074,74785,0.3844,0.3604,5,0,3,1,4,0,1,0,0,0,0,0,0,0
Banton,Romblon,IV - B,Region IV-B (MIMAROPA),municipality,175902000,0,5th,3248,12.95,122.083333,3547,5963,0.4659,0.3065,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Baras,Catanduanes,V,Region V (Bicol Region),municipality,52002000,0,5th,10950,13.666667,124.366667,8680,12243,0.3697,0.3195,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Baras,Rizal,IV - A,Region IV-A (CALABARZON),municipality,45803000,0,4th,8493,14.516667,121.266667,19127,32609,0.116,0.0913,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Barbaza,Antique,VI,Region VI (Western Visayas) ,municipality,60602000,0,4th,15436,11.2231318,122.0541271,12064,21775,0.4237,0.2336,2,0,1,0,1,0,0,1,0,0,0,0,0,0
Barcelona,Sorsogon,V,Region V (Bicol Region),municipality,56202000,0,5th,6118,12.866667,124.133333,12432,20340,0.4501,0.2939,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Barili,Cebu,VII,Region VII (Central Visayas),municipality,72210000,0,2nd,12221,10.1219023,123.5393105,41691,65524,0.3878,0.2644,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Barira,Maguindanao,ARMM,Autonomous Region in Muslim Mindanao (ARMM),municipality,153818000,0,4th,39261,7.483333,124.3,14516,19686,0.5128,0.4369,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Barlig,Mountain Province,CAR,Cordillera Administrative Region (CAR) ,municipality,144401000,0,5th,22864,17.0399912,121.1435274,4311,5838,0.4086,0.1666,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Barobo,Surigao Del Sur,CARAGA,Region XIII (Caraga),municipality,166801000,0,3rd,24250,8.5175454,126.1232175,23315,43663,0.5436,0.3048,4,0,1,0,1,0,2,1,0,0,0,0,0,0
Barotac Nuevo,Iloilo,VI,Region VI (Western Visayas) ,municipality,63007000,0,2nd,9449,10.9,122.7,30754,51867,0.3107,0.1757,5,1,3,0,3,0,0,1,0,0,0,0,0,0
Barotac Viejo,Iloilo,VI,Region VI (Western Visayas) ,municipality,63008000,0,3rd,18578,11.05,122.85,25417,41470,0.4253,0.2543,2,1,1,0,1,0,0,0,0,0,0,0,0,0
Baroy,Lanao Del Norte,X,Region X (Northern Mindanao),municipality,103503000,0,4th,7235,8.033333,123.783333,15343,20948,0.5488,0.4456,1,0,1,0,1,0,0,0,0,0,0,0,0,0
Barugo,Leyte,VIII,Region VIII (Eastern Visayas),municipality,83706000,0,4th,8462,11.316667,124.733333,17749,30092,0.3923,0.374,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Basay,Negros Oriental,VII,Region VII (Central Visayas),municipality,74605000,0,4th,16200,9.416667,122.633333,13739,24913,0.6345,0.4643,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Basco,Batanes,II,Region II (Cagayan Valley),municipality,20901000,1,5th,4946,20.4634375,122.004179,4454,7907,0.0997,0.1687,3,0,3,0,3,0,0,0,0,0,0,0,0,0
Basey,Western Samar,VIII,Region VIII (Eastern Visayas),municipality,86002000,0,1st,51301,11.283333,125.066667,26216,50423,0.671,0.3479,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Basilisa (Rizal),Dinagat Islands,CARAGA,Region XIII (Caraga),municipality,168501000,0,4th,9268,10.066992,125.602695,15611,33880,0.694,0.5467,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Basista,Pangasinan,I,Region I (Ilocos Region),municipality,15509000,0,4th,2400,15.85,120.4,17737,30385,0.259,0.1152,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Basud,Camarines Norte,V,Region V (Bicol Region),municipality,51601000,0,3rd,26028,14.066667,122.966667,20038,38176,0.3863,0.2512,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Batad,Iloilo,VI,Region VI (Western Visayas) ,municipality,63009000,0,5th,5310,11.416667,123.116667,11521,19385,0.4878,0.3453,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Batan,Aklan,VI,Region VI (Western Visayas) ,municipality,60404000,0,4th,7922,11.583333,122.5,18838,30312,0.4797,0.2325,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Batangas City ,Batangas,IV - A,Region IV-A (CALABARZON),city,41005000,1,1st,28296,13.7564651,121.0583076,157748,305607,0.138,0.0362,60,4,48,0,48,1,2,5,0,0,0,0,0,0
Bataraza,Palawan,IV - B,Region IV-B (MIMAROPA),municipality,175305000,0,1st,72620,8.666667,117.616667,30361,63644,0.5317,0.3058,2,0,2,0,2,0,0,0,0,0,0,0,0,0
Bato,Camarines Sur,V,Region V (Bicol Region),municipality,51703000,0,3rd,10712,13.356111,123.363889,27475,48306,0.4373,0.403,2,0,1,0,1,0,0,1,0,0,0,0,0,0
Bato,Catanduanes,V,Region V (Bicol Region),municipality,52003000,0,5th,4862,13.6,124.3,12696,19984,0.2842,0.2354,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Bato,Leyte,VIII,Region VIII (Eastern Visayas),municipality,83707000,0,4th,7245,10.3397687,124.8495304,21831,35610,0.4502,0.4,4,1,3,0,3,0,0,0,0,0,0,0,0,0
Batuan,Bohol,VII,Region VII (Central Visayas),municipality,71207000,0,5th,4879,9.8,124.133333,8480,12431,0.3051,0.3229,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Batuan,Masbate,V,Region V (Bicol Region),municipality,54104000,0,5th,5628,12.416667,123.766667,8471,13764,0.5285,0.4607,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Bauan,Batangas,IV - A,Region IV-A (CALABARZON),municipality,41006000,0,1st,5331,13.7962681,120.9761599,46909,81351,0.0909,0.0428,19,1,14,0,14,1,1,2,0,0,0,0,0,0
Bauang,La Union,I,Region I (Ilocos Region),municipality,13307000,0,1st,7315,16.530833,120.333056,39229,70735,0.1967,0.0885,5,1,4,0,4,0,0,0,0,0,0,0,0,0
Bauko,Mountain Province,CAR,Cordillera Administrative Region (CAR) ,municipality,144402000,0,4th,15300,16.983333,120.866667,22050,30172,0.2974,0.2112,1,0,1,0,1,0,0,0,0,0,0,0,0,0
Baungon,Bukidnon,X,Region X (Northern Mindanao),municipality,101301000,0,2nd,32834,8.25,124.716667,20123,32868,0.5283,0.4616,1,0,1,0,1,0,0,0,0,0,0,0,0,0
Bautista,Pangasinan,I,Region I (Ilocos Region),municipality,15510000,0,4th,4633,15.783333,120.5,17035,30193,0.2082,0.1243,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bay,Laguna,IV - A,Region IV-A (CALABARZON),municipality,43402000,0,2nd,4266,14.183333,121.285,30700,55698,0.0821,0.0323,4,2,1,1,2,0,0,0,0,0,0,0,0,0
Bayabas,Surigao Del Sur,CARAGA,Region XIII (Caraga),municipality,166802000,0,5th,11784,8.966667,126.266667,6489,7779,0.5629,0.2873,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bayambang,Pangasinan,I,Region I (Ilocos Region),municipality,15511000,0,1st,14394,15.810556,120.454722,64889,111521,0.2953,0.1627,10,3,7,0,7,0,0,0,0,0,0,0,0,0
Bayang,Lanao Del Sur,ARMM,Autonomous Region in Muslim Mindanao (ARMM),municipality,153604000,0,5th,23000,7.793,124.192,11296,21472,0.3871,0.698,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bayog,Zamboanga Del Sur,IX,Region IX (Zamboanga Peninsula),municipality,97303000,0,3rd,35640,7.866667,123.033333,20274,30048,0.5874,0.4448,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bayombong ,Nueva Viscaya,II,Region II (Cagayan Valley),municipality,25005000,1,1st,13600,16.483333,121.15,28378,57416,0.0917,0.0873,6,2,3,0,3,0,0,1,0,0,0,0,0,0
Belison,Antique,VI,Region VI (Western Visayas) ,municipality,60603000,0,5th,1978,10.8475866,121.9871217,7472,12807,0.2474,0.1116,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Benito Soliven,Isabela,II,Region II (Cagayan Valley),municipality,23104000,0,4th,18440,16.983333,121.95,14617,27337,0.3838,0.2361,1,0,1,0,1,0,0,0,0,0,0,0,0,0
Besao,Mountain Province,CAR,Cordillera Administrative Region (CAR) ,municipality,144403000,0,5th,17362,17.1,120.816667,5001,7818,0.3689,0.163,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bien Unido,Bohol,VII,Region VII (Central Visayas),municipality,71248000,0,4th,2739,10.1210626,124.37325,13973,25796,0.464,0.488,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bilar,Bohol,VII,Region VII (Central Visayas),municipality,71208000,0,4th,12971,9.7187682,124.0864133,10701,17098,0.2364,0.2255,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Biliran,Biliran,VIII,Region VIII (Eastern Visayas),municipality,87802000,0,5th,7030,11.466667,124.483333,10095,16183,0.3486,0.3265,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Binalbagan,Negros Occidental,VI,Region VI (Western Visayas) ,municipality,64503000,0,1st,18996,10.1999593,122.8664849,33728,65431,0.3119,0.1659,4,1,2,0,2,1,0,0,0,0,0,0,0,0
Binalonan,Pangasinan,I,Region I (Ilocos Region),municipality,15512000,0,1st,4757,16.05,120.6,29838,52832,0.1675,0.0944,4,0,4,0,4,0,0,0,0,0,0,0,0,0
Binangonan,Rizal,IV - A,Region IV-A (CALABARZON),municipality,45804000,0,1st,6634,14.4765477,121.195743,126981,249872,0.0666,0.0611,13,1,9,0,9,1,0,2,0,0,0,0,0,0
Bindoy (Payabon),Negros Oriental,VII,Region VII (Central Visayas),municipality,74607000,0,3rd,17370,9.6282083,122.9888319,23283,39416,0.5974,0.5577,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bingawan,Iloilo,VI,Region VI (Western Visayas) ,municipality,63010000,0,5th,8520,11.233333,122.566667,7893,13432,0.4272,0.263,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Binidayan,Lanao Del Sur,ARMM,Autonomous Region in Muslim Mindanao (ARMM),municipality,153605000,0,4th,28000,7.8,124.166667,7701,19493,0.5134,0.6385,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Binmaley,Pangasinan,I,Region I (Ilocos Region),municipality,15513000,0,1st,11850,16.033333,120.266667,54800,78702,0.2128,0.1066,4,0,3,0,3,0,0,1,0,0,0,0,0,0
Binuangan,Misamis Oriental,X,Region X (Northern Mindanao),municipality,104304000,0,6th,3043,8.9195807,124.7837456,6102,6765,0.4242,0.2873,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Biri,Northern Samar,VIII,Region VIII (Eastern Visayas),municipality,84802000,0,5th,2462,12.666667,124.383333,6277,10987,0.4466,0.5536,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Boac ,Marinduque,IV - B,Region IV-B (MIMAROPA),municipality,174001000,1,1st,21270,13.45,121.833333,27621,52892,0.1855,0.075,7,0,3,0,3,1,1,2,0,0,0,0,0,0
Bobon,Northern Samar,VIII,Region VIII (Eastern Visayas),municipality,84803000,0,4th,13000,12.516667,124.566667,12197,20956,0.3465,0.4012,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bocaue,Bulacan,III,Region III (Central Luzon),municipality,31404000,0,1st,3187,14.8056671,120.9357876,55186,106407,0.0717,0.0421,9,1,7,0,7,0,1,0,0,0,0,0,0,0
